Order Date,Region,Sales,Profit,Month-Year
2015-05-17,Central,2382.72,1644.0768,2015-05
2015-01-16,Central,64.96,-350.4395,2015-01
2015-01-16,Central,19.14,4.2028,2015-01
2015-03-04,Central,25.35,-44.068,2015-03
2015-03-04,Central,45.03,-100.51,2015-03
2015-03-04,Central,153.87,-17.75,2015-03
2015-03-04,Central,2800.33,1374.948,2015-03
2015-02-22,East,3596.03,-677.872,2015-02
2015-06-08,East,2353.55,1623.9495,2015-06
2015-06-19,East,92.57,-122.835,2015-06
2015-05-02,East,7974.21,252.488,2015-05
2015-06-01,Central,87.1,-88.585,2015-06
2015-06-01,Central,736.86,-485.68,2015-06
2015-03-24,Central,33.84,-16.37,2015-03
2015-01-04,Central,14.9,-94.2586,2015-01
2015-01-04,Central,39.64,6.3308,2015-01
2015-01-14,West,139.49,-66.8236,2015-01
2015-01-14,West,1952.43,971.622,2015-01
2015-06-03,West,1370.79,-134.512,2015-06
2015-02-04,West,3501.79,-4075.933992,2015-02
2015-02-04,West,63.04,-18.5588,2015-02
2015-02-16,West,451.35,220.3572,2015-02
2015-02-28,West,119.6,47.73,2015-02
2015-03-11,West,59.9,28.526,2015-03
2015-03-29,West,99.22,-87.46,2015-03
2015-01-26,South,1183.82,-3.948,2015-01
2015-05-28,South,201.77,28.1826,2015-05
2015-03-30,South,443.66,-51.66,2015-03
2015-01-20,South,541.76,-193.914,2015-01
2015-01-26,South,107.66,57.546,2015-01
2015-01-26,South,318.83,-333.4254,2015-01
2015-04-19,South,3600.65,12.264,2015-04
2015-06-19,South,3936.61,-283.9914,2015-06
2015-06-19,South,78.31,-195.342,2015-06
2015-06-19,South,42.46,-89.7092,2015-06
2015-04-13,South,14.66,-44.415,2015-04
2015-02-13,South,83.14,167.334,2015-02
2015-05-04,South,215.25,65.598,2015-05
2015-06-25,South,1358.02,0.258,2015-06
2015-06-25,South,358.84,63.222,2015-06
2015-03-14,South,511.57,-29.666,2015-03
2015-03-31,South,8.65,-1319.5,2015-03
2015-06-12,Central,380.0,262.2,2015-06
2015-03-02,South,199.48,-119.812,2015-03
2015-03-18,Central,93.81,-9.108,2015-03
2015-04-10,Central,312.22,172.5644,2015-04
2015-03-10,South,43.84,45.078,2015-03
2015-03-10,South,141.74,-110.376,2015-03
2015-02-02,West,8717.75,1951.3,2015-02
2015-02-02,Central,2230.12,1538.7828,2015-02
2015-03-30,West,56.4,32.83,2015-03
2015-03-30,West,257.52,51.59,2015-03
2015-05-21,West,1488.51,969.42,2015-05
2015-05-28,West,801.93,553.3317,2015-05
2015-06-28,West,44.24,-30.45,2015-06
2015-02-15,Central,79.74,55.0206,2015-02
2015-02-15,Central,392.45,-43.65504,2015-02
2015-04-12,South,48.32,-577.304,2015-04
2015-03-19,South,332.16,-1535.4864,2015-03
2015-03-19,South,147.62,-159.32,2015-03
2015-04-01,South,125.9,-74.088,2015-04
2015-01-14,South,768.81,-137.522,2015-01
2015-01-14,South,183.39,-11.816,2015-01
2015-01-14,South,12.9,238.9338,2015-01
2015-01-14,South,17.89,-105.126,2015-01
2015-06-28,South,255.88,95.388,2015-06
2015-01-21,Central,378.82,261.3858,2015-01
2015-01-21,Central,152.18,-135.46,2015-01
2015-06-13,Central,53.89,-31.68825,2015-06
2015-06-13,Central,1001.02,690.7038,2015-06
2015-06-04,West,495.82,-13.068,2015-06
2015-06-10,East,24.44,-25.104,2015-06
2015-04-01,East,21.86,1.9504,2015-04
2015-05-07,South,47.12,-340.5311,2015-05
2015-05-23,East,670.9,462.921,2015-05
2015-06-11,East,412.72,-131.16,2015-06
2015-03-30,East,14.52,-11.83,2015-03
2015-06-11,East,103.18,-65.58,2015-06
2015-02-18,South,97.96,596.808,2015-02
2015-05-26,West,5419.41,3739.3929,2015-05
2015-05-13,West,700.41,470.338,2015-05
2015-03-21,West,646.88,401.85,2015-03
2015-06-25,Central,1029.96,710.6724,2015-06
2015-05-19,West,52.09,-92.32,2015-05
2015-01-28,East,1794.88,-1764.29,2015-01
2015-01-28,East,765.04,527.8776,2015-01
2015-03-21,West,127.12,34.52,2015-03
2015-01-01,West,5183.89,3576.8841,2015-01
2015-01-01,West,36.09,20.38,2015-01
2015-04-06,South,366.26,31.11,2015-04
2015-04-06,South,157.99,358.2954,2015-04
2015-04-06,South,1212.88,8.322,2015-04
2015-03-14,South,125.19,24.018,2015-03
2015-04-21,South,1867.04,-269.7555,2015-04
2015-05-10,South,537.8,710.8074,2015-05
2015-02-20,South,119.78,-2133.278,2015-02
2015-01-06,South,12.15,80.0712,2015-01
2015-01-06,South,288.42,896.406,2015-01
2015-05-25,West,511.42,352.8798,2015-05
2015-01-07,South,200.64,68.676,2015-01
2015-04-01,East,17.62,-15.92,2015-04
2015-01-26,East,80.58,-114.2,2015-01
2015-03-24,East,25.31,-25.0,2015-03
2015-03-24,East,369.78,255.1482,2015-03
2015-01-26,East,57.14,39.4266,2015-01
2015-01-26,East,498.31,-722.23,2015-01
2015-05-21,South,431.43,30.024,2015-05
2015-04-27,South,57.24,0.4266,2015-04
2015-04-27,South,824.7,66.216,2015-04
2015-02-12,West,58.5,-164.18,2015-02
2015-06-24,West,131.62,-79.4,2015-06
2015-04-24,West,121.46,23.046,2015-04
2015-03-06,Central,356.14,-127.3,2015-03
2015-03-06,Central,27.08,-52.77,2015-03
2015-01-05,South,65.85,-781.1342,2015-01
2015-01-09,South,50.71,-23.296,2015-01
2015-05-07,South,45.0,58.812,2015-05
2015-06-14,South,19.02,4.0443,2015-06
2015-06-14,South,193.87,-10.3684,2015-06
2015-01-13,West,1434.51,989.8119,2015-01
2015-02-13,East,8549.04,2861.01,2015-02
2015-02-13,Central,2239.03,1544.9307,2015-02
2015-01-06,South,22.13,125.9982,2015-01
2015-01-06,South,34.17,-92.9292,2015-01
2015-01-27,South,94.3,-39.809,2015-01
2015-01-23,West,384.22,-29.0656,2015-01
2015-02-04,West,178.68,-19.2972,2015-02
2015-02-07,West,79.39,40.6556,2015-02
2015-05-16,West,199.53,137.6757,2015-05
2015-05-16,West,37.05,-62.0,2015-05
2015-03-27,West,68.88,47.5272,2015-03
2015-02-28,West,549.85,379.3965,2015-02
2015-02-28,West,48.99,-41.83,2015-02
2015-02-28,West,681.42,372.402,2015-02
2015-05-04,West,66.65,-116.3455,2015-05
2015-05-04,West,2934.16,1304.9,2015-05
2015-05-04,West,876.88,605.0472,2015-05
2015-04-28,Central,157.33,107.45462,2015-04
2015-03-20,Central,27.37,18.41,2015-03
2015-03-20,Central,98.16,65.63,2015-03
2015-01-26,Central,116.11,-7.73,2015-01
2015-06-09,Central,95.0,-47.99525,2015-06
2015-05-24,East,837.57,66.22,2015-05
2015-05-24,East,56.22,-23.53,2015-05
2015-05-02,East,758.97,10.68,2015-05
2015-05-02,East,84.44,58.2636,2015-05
2015-02-12,East,29.99,-42.1705,2015-02
2015-06-02,East,1487.9,66.36222,2015-06
2015-06-29,East,600.4,-1.904,2015-06
2015-06-29,East,34.25,-37.048,2015-06
2015-06-29,East,31.45,-56.888,2015-06
2015-03-26,South,249.07,-189.714,2015-03
2015-04-25,South,59.22,1628.37,2015-04
2015-04-20,South,5572.18,-4.48,2015-04
2015-04-20,South,2941.42,3193.284,2015-04
2015-04-20,South,522.46,43.6917,2015-04
2015-03-23,South,25.31,349.0593,2015-03
2015-04-29,South,513.33,1.992,2015-04
2015-01-16,East,15.7,-22.01,2015-01
2015-01-16,East,680.65,426.46032,2015-01
2015-05-03,East,28.34,19.5546,2015-05
2015-05-03,East,861.3,152.482,2015-05
2015-05-11,West,894.64,67.012,2015-05
2015-04-29,West,710.36,374.625,2015-04
2015-02-14,West,80.2,-3.2448,2015-02
2015-06-07,Central,9252.81,6384.4389,2015-06
2015-03-11,Central,207.31,-116.76,2015-03
2015-03-11,Central,143.12,-160.952,2015-03
2015-03-29,Central,59.98,-41.87,2015-03
2015-04-04,East,135.78,-24.7104,2015-04
2015-02-08,West,506.5,349.485,2015-02
